timestamp,deviceId,channelIndex,value
1779950823480,sim-1,0,-9.655005
1779950823480,sim-1,1,-0.709847
1779950823480,sim-1,2,8.976371
1779950823480,sim-1,3,-6.808244
1779950823480,sim-1,4,0.136163
1779950823480,sim-1,5,1.104270
1779950823480,sim-1,6,-3.417029
1779950823480,sim-1,7,-1.544280
1779950823480,sim-1,8,0.957774
1779950823480,sim-1,9,-9.977039
1779950823480,sim-1,10,4.878120
1779950823480,sim-1,11,9.721273
1779950823480,sim-1,12,-0.297753
1779950823480,sim-1,13,8.251543
1779950823480,sim-1,14,1.530353
1779950823480,sim-1,15,-3.508371
1779950823480,sim-1,16,101.454259
1779950823480,sim-1,17,22.525946
1779950823530,sim-1,0,6.334895
1779950823530,sim-1,1,-8.436966
1779950823530,sim-1,2,-6.630640
1779950823530,sim-1,3,-1.737338
1779950823530,sim-1,4,8.086651
1779950823530,sim-1,5,3.410664
1779950823530,sim-1,6,1.120434
1779950823530,sim-1,7,-7.200194
1779950823530,sim-1,8,4.260674
1779950823530,sim-1,9,1.761991
1779950823530,sim-1,10,-4.062252
1779950823530,sim-1,11,-7.690950
1779950823530,sim-1,12,2.401455
1779950823530,sim-1,13,-5.397129
1779950823530,sim-1,14,-3.000738
1779950823530,sim-1,15,4.819572
1779950823530,sim-1,16,101.326797
1779950823530,sim-1,17,22.555414
1779950823580,sim-1,0,-2.438755
1779950823580,sim-1,1,-9.865602
1779950823580,sim-1,2,9.156101
1779950823580,sim-1,3,9.140712
1779950823580,sim-1,4,-1.661810
1779950823580,sim-1,5,-5.042086
1779950823580,sim-1,6,4.006292
1779950823580,sim-1,7,5.427705
1779950823580,sim-1,8,-7.239893
1779950823580,sim-1,9,6.843251
1779950823580,sim-1,10,-3.809918
1779950823580,sim-1,11,-8.843929
1779950823580,sim-1,12,-9.173798
1779950823580,sim-1,13,2.763634
1779950823580,sim-1,14,-6.077434
1779950823580,sim-1,15,2.790972
1779950823580,sim-1,16,101.462904
1779950823580,sim-1,17,22.457573
1779950823630,sim-1,0,0.006539
1779950823630,sim-1,1,8.824686
1779950823630,sim-1,2,-3.453063
1779950823630,sim-1,3,2.019526
1779950823630,sim-1,4,-7.574918
1779950823630,sim-1,5,7.565577
1779950823630,sim-1,6,3.498207
1779950823630,sim-1,7,0.641167
1779950823630,sim-1,8,-5.458189
1779950823630,sim-1,9,-6.835666
1779950823630,sim-1,10,7.764270
1779950823630,sim-1,11,-1.898418
1779950823630,sim-1,12,1.499530
1779950823630,sim-1,13,-3.592459
1779950823630,sim-1,14,8.251805
1779950823630,sim-1,15,3.808852
1779950823630,sim-1,16,101.531364
1779950823630,sim-1,17,22.466607
1779950823680,sim-1,0,7.632450
1779950823680,sim-1,1,4.011543
1779950823680,sim-1,2,-9.235068
1779950823680,sim-1,3,4.065210
1779950823680,sim-1,4,0.942908
1779950823680,sim-1,5,8.029788
1779950823680,sim-1,6,0.631270
1779950823680,sim-1,7,-6.240580
1779950823680,sim-1,8,-8.423841
1779950823680,sim-1,9,0.613866
1779950823680,sim-1,10,9.345225
1779950823680,sim-1,11,-3.763166
1779950823680,sim-1,12,-6.706008
1779950823680,sim-1,13,6.345859
1779950823680,sim-1,14,3.872354
1779950823680,sim-1,15,9.586855
1779950823680,sim-1,16,101.483705
1779950823680,sim-1,17,22.525831
1779950823730,sim-1,0,1.190810
1779950823730,sim-1,1,3.795799
1779950823730,sim-1,2,-7.827674
1779950823730,sim-1,3,-8.606905
1779950823730,sim-1,4,1.759704
1779950823730,sim-1,5,0.886531
1779950823730,sim-1,6,4.185116
1779950823730,sim-1,7,2.450156
1779950823730,sim-1,8,8.765243
1779950823730,sim-1,9,-5.312800
1779950823730,sim-1,10,3.633996
1779950823730,sim-1,11,-0.518996
1779950823730,sim-1,12,4.824118
1779950823730,sim-1,13,-4.474076
1779950823730,sim-1,14,7.833319
1779950823730,sim-1,15,-6.396599
1779950823730,sim-1,16,101.490306
1779950823730,sim-1,17,22.520645
1779950823780,sim-1,0,-7.080693
1779950823780,sim-1,1,-3.224939
1779950823780,sim-1,2,1.794502
1779950823780,sim-1,3,5.102588
1779950823780,sim-1,4,3.073136
1779950823780,sim-1,5,3.644753
1779950823780,sim-1,6,3.317700
1779950823780,sim-1,7,-2.191636
1779950823780,sim-1,8,-7.026068
1779950823780,sim-1,9,-2.453017
1779950823780,sim-1,10,9.428034
1779950823780,sim-1,11,9.083978
1779950823780,sim-1,12,6.003350
1779950823780,sim-1,13,1.233778
1779950823780,sim-1,14,-4.033856
1779950823780,sim-1,15,3.526665
1779950823780,sim-1,16,101.470580
1779950823780,sim-1,17,22.491812
1779950823830,sim-1,0,4.135819
1779950823830,sim-1,1,8.680851
1779950823830,sim-1,2,-6.763241
1779950823830,sim-1,3,-0.493656
1779950823830,sim-1,4,1.824052
1779950823830,sim-1,5,7.298304
1779950823830,sim-1,6,-5.289901
1779950823830,sim-1,7,-7.401059
1779950823830,sim-1,8,-5.755765
1779950823830,sim-1,9,-0.056807
1779950823830,sim-1,10,5.172097
1779950823830,sim-1,11,7.409162
1779950823830,sim-1,12,-4.211207
1779950823830,sim-1,13,7.124105
1779950823830,sim-1,14,-7.010904
1779950823830,sim-1,15,5.531854
1779950823830,sim-1,16,101.446517
1779950823830,sim-1,17,22.497213
1779950823880,sim-1,0,-5.477601
1779950823880,sim-1,1,6.493695
1779950823880,sim-1,2,0.622520
1779950823880,sim-1,3,4.529758
1779950823880,sim-1,4,-9.112427
1779950823880,sim-1,5,-5.114685
1779950823880,sim-1,6,-6.870831
1779950823880,sim-1,7,-7.532256
1779950823880,sim-1,8,-1.593649
1779950823880,sim-1,9,0.033845
1779950823880,sim-1,10,1.941154
1779950823880,sim-1,11,5.932691
1779950823880,sim-1,12,5.269102
1779950823880,sim-1,13,0.892359
1779950823880,sim-1,14,0.724554
1779950823880,sim-1,15,4.063345
1779950823880,sim-1,16,101.468187
1779950823880,sim-1,17,22.490985
1779950823930,sim-1,0,7.561789
1779950823930,sim-1,1,5.218801
1779950823930,sim-1,2,9.756981
1779950823930,sim-1,3,2.354408
1779950823930,sim-1,4,-2.806730
1779950823930,sim-1,5,-1.291715
1779950823930,sim-1,6,8.262873
1779950823930,sim-1,7,2.980823
1779950823930,sim-1,8,-4.430575
1779950823930,sim-1,9,-3.285211
1779950823930,sim-1,10,6.508054
1779950823930,sim-1,11,-7.960392
1779950823930,sim-1,12,2.469544
1779950823930,sim-1,13,-0.477360
1779950823930,sim-1,14,8.308877
1779950823930,sim-1,15,-6.782931
1779950823930,sim-1,16,101.544366
1779950823930,sim-1,17,22.474577
1779950823980,sim-1,0,-1.823828
1779950823980,sim-1,1,-7.342633
1779950823980,sim-1,2,8.853063
1779950823980,sim-1,3,0.835136
1779950823980,sim-1,4,4.044290
1779950823980,sim-1,5,-3.273325
1779950823980,sim-1,6,-7.083083
1779950823980,sim-1,7,-2.424144
1779950823980,sim-1,8,0.098294
1779950823980,sim-1,9,-0.058012
1779950823980,sim-1,10,6.575164
